model_label,model_family,model_size,instruction_tuned,example_id,has_error,condition,layer,prompt_correction_mode,prompt_conditional_mode,prompt_high_confidence,prompt_low_confidence,output_correction_mode,output_conditional_mode,output_high_confidence,output_low_confidence
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,A_assert_error,17,0.6500170230865479,0.6490139365196228,0.6547185182571411,0.6148862242698669,0.8381393551826477,0.8146708607673645,0.8233555555343628,0.7893075942993164
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,A_assert_error,18,0.7210883498191833,0.720552921295166,0.7247615456581116,0.6884803771972656,0.8226526975631714,0.8027081489562988,0.8000954985618591,0.7667551040649414
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,A_assert_error,19,0.7456355690956116,0.7468011379241943,0.753498911857605,0.7202005982398987,0.8291037082672119,0.8161113262176514,0.8182105422019958,0.7882971167564392
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,A_assert_error,20,0.7282794713973999,0.7174828052520752,0.7483761310577393,0.699117124080658,0.8113125562667847,0.7949836254119873,0.8129377961158752,0.7827985286712646
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,A_assert_error,21,0.7244068384170532,0.7218643426895142,0.7406632900238037,0.6918763518333435,0.8150337934494019,0.8107733130455017,0.8184309005737305,0.7845730781555176
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,A_assert_error,22,0.8179945945739746,0.8165940046310425,0.8267953991889954,0.7949295043945312,0.8780925273895264,0.8758970499038696,0.8806121945381165,0.8594642877578735
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,A_assert_error,23,0.8071023225784302,0.7990400195121765,0.8177794218063354,0.7832766175270081,0.874051570892334,0.8643655180931091,0.8805314898490906,0.856165885925293
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,A_assert_error,24,0.556191623210907,0.4991353750228882,0.5552257895469666,0.47877100110054016,0.7381911277770996,0.7046267986297607,0.7457334399223328,0.6997299790382385
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,1,0.5340878963470459,0.5319719314575195,0.5322001576423645,0.5293160676956177,0.986992597579956,0.9842497110366821,0.9862403869628906,0.9865506887435913
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,2,0.7027736902236938,0.7014012932777405,0.6946297287940979,0.6950783729553223,0.9796044826507568,0.980021595954895,0.9761344194412231,0.97858726978302
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,3,0.6071219444274902,0.5952693223953247,0.5990977883338928,0.5953724980354309,0.956788182258606,0.9599776268005371,0.9538532495498657,0.9589655995368958
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,4,0.571248471736908,0.5593953132629395,0.562616229057312,0.5615700483322144,0.9235591888427734,0.9217146635055542,0.9260891675949097,0.9296776652336121
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,5,0.5421773195266724,0.5287061333656311,0.5258933901786804,0.5182737112045288,0.8293157815933228,0.8046233057975769,0.8417174816131592,0.818752646446228
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,6,0.5915118455886841,0.5763062238693237,0.5739725232124329,0.5493897199630737,0.7310449481010437,0.7294394373893738,0.7376275062561035,0.7087851762771606
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,7,0.6132433414459229,0.5842181444168091,0.575191080570221,0.5500887036323547,0.7345446348190308,0.7414730787277222,0.7272491455078125,0.7120904326438904
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,8,0.6183423399925232,0.5988144278526306,0.5790910720825195,0.5587151050567627,0.7606091499328613,0.7752164602279663,0.7500730156898499,0.7423876523971558
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,9,0.573194146156311,0.5512182712554932,0.5398436784744263,0.5230440497398376,0.7577608823776245,0.7770033478736877,0.7599223852157593,0.7412467002868652
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,10,0.5847945213317871,0.5723291635513306,0.5713627338409424,0.5378038287162781,0.7768436670303345,0.7951867580413818,0.7876476645469666,0.7681547403335571
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,11,0.6002136468887329,0.568192720413208,0.5853859186172485,0.543289065361023,0.7366010546684265,0.7419154644012451,0.7517410516738892,0.7193618416786194
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,12,0.5687225461006165,0.5559804439544678,0.5841870307922363,0.534198522567749,0.7456225752830505,0.7414515614509583,0.7517798542976379,0.718116283416748
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,13,0.574143648147583,0.5719543099403381,0.5828886032104492,0.5362852811813354,0.758171796798706,0.7568705081939697,0.7674394249916077,0.7303628921508789
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,14,0.577857494354248,0.5875563621520996,0.5929714441299438,0.5417941808700562,0.7609771490097046,0.7527289390563965,0.7534615397453308,0.7239195704460144
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,15,0.6132023930549622,0.6157668232917786,0.6078580617904663,0.555894136428833,0.7829412221908569,0.7694917917251587,0.7742199897766113,0.7311695218086243
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,16,0.6389995217323303,0.652795672416687,0.6347100138664246,0.6083468794822693,0.809096097946167,0.7955619692802429,0.788732647895813,0.7530621290206909
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,17,0.6422433853149414,0.6437283754348755,0.6495170593261719,0.6121645569801331,0.8381393551826477,0.8146708607673645,0.8233555555343628,0.7893075942993164
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,18,0.7145125269889832,0.7153928279876709,0.7187473773956299,0.6845199465751648,0.8226526975631714,0.8027081489562988,0.8000954985618591,0.7667551040649414
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,19,0.7390145659446716,0.7417186498641968,0.7477274537086487,0.715973436832428,0.8291037082672119,0.8161113262176514,0.8182105422019958,0.7882971167564392
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,20,0.7289509773254395,0.7189562916755676,0.7493790984153748,0.7017726302146912,0.8113125562667847,0.7949836254119873,0.8129377961158752,0.7827985286712646
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,21,0.7277909517288208,0.726294755935669,0.7436800599098206,0.6967014074325562,0.8150337934494019,0.8107733130455017,0.8184309005737305,0.7845730781555176
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,22,0.8203878402709961,0.8197354674339294,0.8282601833343506,0.7976574897766113,0.8780925273895264,0.8758970499038696,0.8806121945381165,0.8594642877578735
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,23,0.8108535408973694,0.802848756313324,0.8203355073928833,0.7864912748336792,0.874051570892334,0.8643655180931091,0.8805314898490906,0.856165885925293
qwen_0.5b_base,Qwen2.5,0.5B,False,e01,True,B_if_error,24,0.6284276843070984,0.5751783847808838,0.6285566687583923,0.5546845197677612,0.7381911277770996,0.7046267986297607,0.7457334399223328,0.6997299790382385
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,1,0.536933422088623,0.5352396965026855,0.5347322225570679,0.5319507122039795,0.9744046330451965,0.9715669751167297,0.9720460176467896,0.9769102334976196
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,2,0.7037085294723511,0.7023285627365112,0.6954695582389832,0.6959471702575684,0.9775650501251221,0.9733405113220215,0.977787435054779,0.9752468466758728
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,3,0.605392575263977,0.5938892960548401,0.5977464914321899,0.5936598181724548,0.9579006433486938,0.9503864049911499,0.9572247266769409,0.9574750065803528
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,4,0.5716550350189209,0.5609186887741089,0.5630832314491272,0.5628936886787415,0.9220986366271973,0.9156086444854736,0.9312555193901062,0.9270368814468384
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,5,0.5475887060165405,0.5301101207733154,0.5294903516769409,0.5189695358276367,0.8491169214248657,0.8238407373428345,0.872655987739563,0.8398391008377075
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,6,0.5892521142959595,0.5721542239189148,0.5731739401817322,0.5496470928192139,0.7880347967147827,0.7769821882247925,0.8109269142150879,0.7653020620346069
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,7,0.6122828125953674,0.5821727514266968,0.5772700309753418,0.5513330101966858,0.7957752346992493,0.7938284873962402,0.8100318312644958,0.7753151059150696
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,8,0.6167464852333069,0.5959011316299438,0.5791824460029602,0.5594244003295898,0.7944314479827881,0.7977550625801086,0.7968792915344238,0.7754347920417786
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,9,0.5728271007537842,0.5502210855484009,0.5423964262008667,0.5259126424789429,0.786063551902771,0.7915837168693542,0.7940386533737183,0.7676920294761658
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,10,0.5832886099815369,0.5692787766456604,0.5706748962402344,0.5366230010986328,0.8010772466659546,0.8108900785446167,0.8133844137191772,0.7799235582351685
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,11,0.5978359580039978,0.5625742077827454,0.5844107270240784,0.5405535697937012,0.7769018411636353,0.7781359553337097,0.798303484916687,0.750299334526062
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,12,0.5645990371704102,0.5513527989387512,0.5840826630592346,0.5302462577819824,0.7794114351272583,0.7713663578033447,0.7870875597000122,0.7449198365211487
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,13,0.5760446786880493,0.5761362910270691,0.5880481600761414,0.5375597476959229,0.7901966571807861,0.7877760529518127,0.8029274940490723,0.7551962733268738
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,14,0.5797569751739502,0.5936005115509033,0.5964908599853516,0.5453303456306458,0.7839272022247314,0.7835409641265869,0.7807108163833618,0.7424218654632568
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,15,0.6136312484741211,0.6213203072547913,0.617052435874939,0.5576068758964539,0.777794599533081,0.7674905061721802,0.7743368148803711,0.7150194644927979
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,16,0.6455278992652893,0.6626281142234802,0.6495230197906494,0.6170114278793335,0.8105376958847046,0.7936246395111084,0.7963526248931885,0.7486748695373535
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,17,0.6693415641784668,0.6659654974937439,0.677033543586731,0.6308316588401794,0.8422386646270752,0.8131287097930908,0.8307106494903564,0.7808059453964233
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,18,0.720344603061676,0.715948760509491,0.7285492420196533,0.6855962872505188,0.8424539566040039,0.8116445541381836,0.8226039409637451,0.7759038209915161
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,19,0.736023485660553,0.7371931672096252,0.7524275183677673,0.7135320901870728,0.8447576761245728,0.821994423866272,0.8369903564453125,0.7948866486549377
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,20,0.7198781967163086,0.7078229188919067,0.7485920190811157,0.6994011402130127,0.8354336023330688,0.8070029020309448,0.8374265432357788,0.7900471091270447
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,21,0.7261202931404114,0.7189325094223022,0.7562102675437927,0.703087329864502,0.850777804851532,0.8339933156967163,0.8547161817550659,0.805349588394165
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,22,0.8202462196350098,0.8174240589141846,0.8393658399581909,0.8037577271461487,0.9005784392356873,0.8912608027458191,0.9036737680435181,0.871101975440979
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,23,0.8136720657348633,0.80497145652771,0.8300215601921082,0.7932783365249634,0.8937249183654785,0.8767537474632263,0.8952498435974121,0.8587377071380615
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,A_assert_error,24,0.5446888208389282,0.4935746192932129,0.5340860486030579,0.4646536111831665,0.6873498558998108,0.6365569829940796,0.6859023571014404,0.6096080541610718
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,1,0.5369274616241455,0.5352563858032227,0.5347398519515991,0.5319854021072388,0.9744046330451965,0.9715669751167297,0.9720460176467896,0.9769102334976196
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,2,0.7034834027290344,0.7021034955978394,0.6952619552612305,0.6956220269203186,0.9775650501251221,0.9733405113220215,0.977787435054779,0.9752468466758728
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,3,0.6064422130584717,0.5950195789337158,0.5985897779464722,0.5947241187095642,0.9579006433486938,0.9503864049911499,0.9572247266769409,0.9574750065803528
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,4,0.5744049549102783,0.5639075636863708,0.5654597282409668,0.5656505823135376,0.9220986366271973,0.9156086444854736,0.9312555193901062,0.9270368814468384
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,5,0.5467236042022705,0.5318931341171265,0.528641939163208,0.5203659534454346,0.8491169214248657,0.8238407373428345,0.872655987739563,0.8398391008377075
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,6,0.5902677178382874,0.5758490562438965,0.5740867853164673,0.5511801242828369,0.7880347967147827,0.7769821882247925,0.8109269142150879,0.7653020620346069
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,7,0.6118371486663818,0.5832506418228149,0.5770280957221985,0.5521723031997681,0.7957752346992493,0.7938284873962402,0.8100318312644958,0.7753151059150696
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,8,0.619350254535675,0.5991201400756836,0.5818362832069397,0.562459409236908,0.7944314479827881,0.7977550625801086,0.7968792915344238,0.7754347920417786
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,9,0.5770675539970398,0.5553587079048157,0.5457473397254944,0.529672384262085,0.786063551902771,0.7915837168693542,0.7940386533737183,0.7676920294761658
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,10,0.5855344533920288,0.5722485780715942,0.5724976062774658,0.5389375686645508,0.8010772466659546,0.8108900785446167,0.8133844137191772,0.7799235582351685
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,11,0.5983213186264038,0.5649904012680054,0.5845943093299866,0.5412876605987549,0.7769018411636353,0.7781359553337097,0.798303484916687,0.750299334526062
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,12,0.5688498616218567,0.5543838739395142,0.5845147967338562,0.5339640974998474,0.7794114351272583,0.7713663578033447,0.7870875597000122,0.7449198365211487
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,13,0.5742331147193909,0.572370171546936,0.5840499997138977,0.5377646088600159,0.7901966571807861,0.7877760529518127,0.8029274940490723,0.7551962733268738
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,14,0.5810456275939941,0.5929663181304932,0.5972186326980591,0.5488410592079163,0.7839272022247314,0.7835409641265869,0.7807108163833618,0.7424218654632568
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,15,0.6130808591842651,0.6202172636985779,0.6163541078567505,0.5591157674789429,0.777794599533081,0.7674905061721802,0.7743368148803711,0.7150194644927979
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,16,0.6437399387359619,0.6600275635719299,0.6484226584434509,0.6173649430274963,0.8105376958847046,0.7936246395111084,0.7963526248931885,0.7486748695373535
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,17,0.6660289764404297,0.6632450819015503,0.6740659475326538,0.6296168565750122,0.8422386646270752,0.8131287097930908,0.8307106494903564,0.7808059453964233
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,18,0.721471905708313,0.7171420454978943,0.7291545867919922,0.6883964538574219,0.8424539566040039,0.8116445541381836,0.8226039409637451,0.7759038209915161
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,19,0.7383402585983276,0.7392972111701965,0.7544815540313721,0.7166842818260193,0.8447576761245728,0.821994423866272,0.8369903564453125,0.7948866486549377
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,20,0.7204821109771729,0.7076659202575684,0.7488003373146057,0.7009010910987854,0.8354336023330688,0.8070029020309448,0.8374265432357788,0.7900471091270447
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,21,0.7285065650939941,0.7210223078727722,0.7578984498977661,0.7055886387825012,0.850777804851532,0.8339933156967163,0.8547161817550659,0.805349588394165
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,22,0.816806972026825,0.8138877749443054,0.8353140354156494,0.7997275590896606,0.9005784392356873,0.8912608027458191,0.9036737680435181,0.871101975440979
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,23,0.8103532791137695,0.800708532333374,0.8253364562988281,0.7880595922470093,0.8937249183654785,0.8767537474632263,0.8952498435974121,0.8587377071380615
qwen_0.5b_base,Qwen2.5,0.5B,False,e02,True,B_if_error,24,0.6023095846176147,0.5538776516914368,0.5916152596473694,0.524325430393219,0.6873498558998108,0.6365569829940796,0.6859023571014404,0.6096080541610718
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,0,0.6274319887161255,0.6274319887161255,0.6274319887161255,0.6274319887161255,1.0,1.0,1.0,1.0
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,1,0.5378773212432861,0.5362330675125122,0.5358835458755493,0.5329597592353821,0.9828896522521973,0.9820935726165771,0.9826338887214661,0.984767496585846
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,2,0.7024787664413452,0.7008721232414246,0.6942576169967651,0.6947782039642334,0.9758390188217163,0.9746749997138977,0.9717137813568115,0.9749197959899902
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,3,0.6041306257247925,0.5918735265731812,0.5964435338973999,0.5924164652824402,0.9501380324363708,0.952037513256073,0.9451084136962891,0.9543015956878662
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,4,0.5728158354759216,0.5617529153823853,0.5635377168655396,0.56427001953125,0.9283633828163147,0.9284681677818298,0.9273158311843872,0.9392356872558594
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,5,0.5465868711471558,0.528141438961029,0.5278493165969849,0.5193039774894714,0.8421467542648315,0.8261691331863403,0.8637044429779053,0.8430885076522827
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,6,0.5862609148025513,0.568233847618103,0.5700627565383911,0.5464004278182983,0.7735720276832581,0.7766786217689514,0.7899376153945923,0.7676301002502441
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,7,0.6088466644287109,0.5786981582641602,0.5727758407592773,0.5469310283660889,0.7812517881393433,0.7933801412582397,0.7922451496124268,0.7750489711761475
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,8,0.6185395121574402,0.5966569185256958,0.5798646211624146,0.559804379940033,0.7594168186187744,0.7730191946029663,0.763563871383667,0.7601464986801147
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,9,0.5735586881637573,0.5497259497642517,0.5415163040161133,0.524606466293335,0.7530879974365234,0.7565971612930298,0.7551271915435791,0.7495512962341309
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,10,0.5836089253425598,0.5695738196372986,0.5712363719940186,0.5377357006072998,0.7760705947875977,0.7860890626907349,0.7832484841346741,0.7743406295776367
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,11,0.5985393524169922,0.562760591506958,0.5846400260925293,0.5419594645500183,0.7594630122184753,0.754856288433075,0.7712703943252563,0.7488988041877747
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,12,0.5662457942962646,0.5518008470535278,0.5847592949867249,0.5314745903015137,0.7574501633644104,0.7440662384033203,0.7586870193481445,0.7343007326126099
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,13,0.5777217149734497,0.5759575366973877,0.5884140729904175,0.5392119884490967,0.7733636498451233,0.762349009513855,0.7712368965148926,0.7408720254898071
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,14,0.5798630714416504,0.5911169052124023,0.5962188243865967,0.5444631576538086,0.7614539861679077,0.7496318221092224,0.7422096729278564,0.7228860855102539
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,15,0.6250530481338501,0.6251801252365112,0.6221491098403931,0.561633288860321,0.7748839855194092,0.7574195861816406,0.7638744115829468,0.726910412311554
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,16,0.6434487700462341,0.6559275984764099,0.6395105123519897,0.6067752838134766,0.7937759160995483,0.7781367301940918,0.7748256921768188,0.7442046403884888
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,17,0.6365067958831787,0.6321680545806885,0.6408018469810486,0.593308687210083,0.8343030214309692,0.8088533878326416,0.8253607749938965,0.7891037464141846
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,18,0.7104853987693787,0.709243655204773,0.7170670032501221,0.6731578707695007,0.8229362964630127,0.8014041185379028,0.8063271641731262,0.77052903175354
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,19,0.740276038646698,0.7414591908454895,0.756242036819458,0.7178477644920349,0.8331851363182068,0.8165677189826965,0.8276934623718262,0.7961821556091309
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,20,0.7315678596496582,0.7206741571426392,0.7548691034317017,0.707776665687561,0.8161959052085876,0.7991811633110046,0.8219788670539856,0.7862437963485718
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,21,0.7276241183280945,0.7296112775802612,0.7544934749603271,0.7046753764152527,0.8345702886581421,0.8324663043022156,0.8446758985519409,0.8082168102264404
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,22,0.8236361742019653,0.8252488970756531,0.8415255546569824,0.8075295686721802,0.882952868938446,0.8858893513679504,0.8948623538017273,0.8697016835212708
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,23,0.803478479385376,0.7990535497665405,0.8200045228004456,0.7824001312255859,0.874000072479248,0.8697685599327087,0.8865674734115601,0.8564181923866272
qwen_0.5b_base,Qwen2.5,0.5B,False,e03,True,A_assert_error,24,0.5640643835067749,0.5093066096305847,0.5729691386222839,0.4922516345977783,0.7298511266708374,0.6947784423828125,0.7428547143936157,0.6823171377182007
